DescricaoObraServico,CodigoObraServico,NumeroContrato,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta,ValorOriginalContrato,AnoInicioObra,ValorMedicoes,ValorReajustes,ValorAditado,ValorTotalContrato,DiasAditados,DiasParalisados,DiasOriginaisContrato,ValorSuprimido
"CONTRATAÇÃO DE EMPRESA PARA ESPECIALIZADA EM MANUTENÇÃO DE TRÊS PRAÇAS DO BAIRRO DA ESTAÇÃO, ANEQUIM E PRAÇA DO CEMITERIO NO MUNICÍPIO DE GOIANINHA/RN",382.007.2021,049,PREFEITURA MUNICIPAL DE GOIANINHA,GOIANINHA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,FDS CONSTRUÇÕES E SERVIÇOS EIRELI,MANUTENÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.2624,-35.21358,GOIANINHA,22481,2404200,2021-07-30 10:33:33,27559.19,2021,50311.12,0,0,27559.19,0,0,228,0
"CONTRATAÇÃO DE EMPRESA PARA ESPECIALIZADA EM MANUTENÇÃO DE TRÊS PRAÇAS DO BAIRRO DA ESTAÇÃO, ANEQUIM E PRAÇA DO CEMITERIO NO MUNICÍPIO DE GOIANINHA/RN",382.007.2021,049,PREFEITURA MUNICIPAL DE GOIANINHA,GOIANINHA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,FDS CONSTRUÇÕES E SERVIÇOS EIRELI,MANUTENÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.26494,-35.21189,GOIANINHA,22481,2404200,2021-07-30 10:33:33,27559.19,2021,50311.12,0,0,27559.19,0,0,228,0
EXECUÇÃO DE OBRAS DE DRENAGEM E PAVIMENTAÇÃO EM PARALELEPÍPEDO (MÉTODO CONVENCIONAL) NAS RUAS BASÍLIO GORGÔNIO E PROJETADA Nº 02 DO MUNICÍPIO DE SÃO JOÃO DO SABUGI/RN (CONTRATO DE REPASSE Nº 01053836-32 / SIAFI Nº 0000867233 / SICONV Nº 0334772018).,468.004.2021,001,PREFEITURA MUNICIPAL DE SÃO JOÃO DO SABUGI,SÃO JOÃO DO SABUGI,CADASTRADA,NÃO REGISTRADO,JR MUNIZ ENGENHARIA EIRELI ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,DRENAGEM URBANA,OBRA,SANEAMENTO BÁSICO,-6.72143,-37.20112,SÃO JOÃO DO SABUGI,5922,2412104,2021-07-30 10:33:33,250046.8,2020,0,0,0,250046.8,365,0,203,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DA OBRA DE PAVIMENTAÇÃO COM GUIAS, SARJETAS E DRENAGEM SUPERFICIAL NA AVENIDA SÃO FRANCISCO, LIGANDO PIUM A HORTIGRANJEIRA. MEDINDO: 16.618,39 M², NO MUNICÍPIO DE NÍSIA FLORESTA/RN.",424.016.2021,2,PREFEITURA MUNICIPAL DE NÍSIA FLORESTA,NÍSIA FLORESTA,CADASTRADA,NÃO REGISTRADO,"PELICANO COMÉRCIO, CONSTRUÇÕES E SERVIÇOS LTDA - ME",PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.95951,-35.16388,NÍSIA FLORESTA,23784,2408201,2021-07-30 10:33:33,785592.4,2019,0,0,0,785592.4,0,0,239,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE PÓRTICO COM LARGO URBANIZADO NA ENTRADA DA CIDADE.,393.002.2021,060401,PREFEITURA MUNICIPAL DE JARDIM DE ANGICOS,JARDIM DE ANGICOS,INICIADA,NÃO REGISTRADO,ARTHUR NUNES DE FREITAS-ME,CONSTRUÇÃO,TURISMO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.64887,-35.96807,JARDIM DE ANGICOS,2607,2405504,2021-07-30 10:33:33,159976.09,2020,0,0,0,159976.09,383,0,193,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE UMA SALA DE AULA NA ESCOLA MUNICIPAL PROF.ª MARIAGORETE DE CARVALHO MACÊDO,496.002.2021,33,PREFEITURA MUNICIPAL DE UPANEMA,UPANEMA,INICIADA,DE ACORDO COM O CRONOGRAMA,BEZERRA & SOUZA CONSTRUÇÕES LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.65789,-37.26678,UPANEMA,12992,2414605,2021-07-30 10:33:33,32311.81,2021,32311.81,0,0,32311.81,0,0,61,0
CONTRATAÇÃO DE EMPRESA PARA REFORMA E AMPLIAÇÃO DE PRAÇA LOCALIZADA ÀS MARGENS DA RN-023.,393.001.2021,290501,PREFEITURA MUNICIPAL DE JARDIM DE ANGICOS,JARDIM DE ANGICOS,INICIADA,NÃO REGISTRADO,ALVES E AQUINO SERVIÇOS ESPECIALIZADOS LTDA,REFORMA E AMPLIAÇÃO,TURISMO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-5.64875,-35.96902,JARDIM DE ANGICOS,2607,2405504,2021-07-30 10:33:33,188775.37,2020,0,0,0,188775.37,424,0,162,0
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE URBANIZAÇÃO DO ANEL VIÁRIO DA AVENIDA MANOEL JANÚNCIO ETAPA 2, NO MUNICÍPIO DE JUCURUTU/RN",400.004.2021,056,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,NÃO REGISTRADO,"WBEMPREENDIMENTOS, SERVIÇOS E COMERCIOEIRELI",PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.04536,-37.02814,JUCURUTU,17692,2406106,2021-07-30 10:33:33,193464.68,2021,0,0,0,193464.68,0,0,120,0
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA “CONSTRUÇÃO DE PAVIMENTAÇÃO À PARALELEPÍPEDO, COM DRENAGEM SUPERFICIAL, EM DIVERSAS RUAS DO MUNICÍPIO DE BOM JESUS/RN”.",351.005.2021,051,PREFEITURA MUNICIPAL DE BOM JESUS,BOM JESUS,CADASTRADA,NÃO REGISTRADO,LISBOA ENGENHARIA CONSTRUES E SERVIOS EIRELI,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.99,-35.58424,BOM JESUS,9440,2401701,2021-07-30 10:33:33,885988.8,2021,0,0,0,879298.29,351,0,365,6690.51
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE REFORMA DA QUADRA DA COMUNIDADE DO SERROTE, ZONA RURAL DO MUNICÍPIO DE SÃO RAFAEL/RN.",480.008.2021,15,PREFEITURA MUNICIPAL DE SÃO RAFAEL,SÃO RAFAEL,INICIADA,DE ACORDO COM O CRONOGRAMA,J M DE MEDEIROS DANTAS EIRELI,REFORMA,ESPORTE,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.907,-36.84963,SÃO RAFAEL,8111,2412807,2021-07-30 10:33:33,32524.06,2021,18648.12,0,0,32524.06,0,0,92,0
"CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA A REFORMA DA PRAÇA CIPRIANO PEREIRA, NO MUNICÍPIO DE ACARI/RN",337.007.2021,038,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,NÃO REGISTRADO,LIME ENGENHARIA E CONSTRUÇÃO CIVIL LTDA,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.43798,-36.63891,ACARI,11035,2400109,2021-07-30 10:33:33,331614.4,2020,0,0,0,331614.4,0,0,91,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NO MUNICÍPIO DE MONTE ALEGRE,413.003.2021,4,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,RN CONSTRUÇÕES E SERVIÇOS LTDA ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.07525,-35.34289,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,2670791.23,2020,0,0,0,2670791.23,0,0,121,0
"CONTRATAÇÃO DOS SERVIÇOS TÉCNICOS PROFISSIONAIS ESPECIALIZADOS DE ENGENHARIA PARA A REALIZAÇÃO DE ESTUDOS E PROJETOS, VISANDO A CONSTRUÇÃO E IMPLANTAÇÃO DA CIDADE DA MODA NO MUNICÍPIO DE ACARI/RN",337.008.2021,001,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,NÃO REGISTRADO,JOTA BARROS PROJETOS E ASSESSORIA EIRELI - EPP,CONSTRUÇÃO,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO INDIRETA,"ESTUDOS TÉCNICOS, PLANEJAMENTOS E PROJETOS BÁSICOS OU EXECUTIVOS",SERVIÇO TÉCNICO PROFISSIONAL ESPECIALIZADO,OUTROS,-6.44435,-36.63606,ACARI,11035,2400109,2021-07-30 10:33:33,386000,2021,0,0,0,386000,0,0,90,0
CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE OBRAS REFERENTE A REFORMA E ACESSIBILIDADE DE BANHEIROS E PASSEIOS NO CAMPUS CENTRAL.,536.004.2021,023,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,MVP ENGENHARIA LTDA,REFORMA,EDUCAÇÃO,EXECUÇÃO INDIRETA,UNIVERSIDADE,OBRA,EDUCAÇÃO E CULTURA,-5.20523,-37.3158,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,415688.22,2021,0,0,0,415688.22,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA CIVIL PARA EXECUTAR FINALIZAÇÃO DA CONSTRUÇÃO DA CRECHE TIPO B.,366.002.2021,01.08,PREFEITURA MUNICIPAL DE CURRAIS NOVOS,CURRAIS NOVOS,CADASTRADA,NÃO REGISTRADO,TLL SERVIÇOS LTDA ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.24906,-36.52333,CURRAIS NOVOS,42652,2403103,2021-07-30 10:33:33,547688.1,2019,0,0,0,547688.1,0,0,889,0
"CONTRATAÇÃO DOS SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE CAMPO DE FUTEBOL E 01 (UMA) QUADRA POLIESPORTIVA NA COMUNIDADE DE ACAUÃ, NO MUNICÍPIO DE PEDRA GRANDE GRANDE NO ANO DE 2014.",439.001.2021,005/2014,PREFEITURA MUNICIPAL DE PEDRA GRANDE,PEDRA GRANDE,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA ALMEIDA,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.09972,-35.79791,PEDRA GRANDE,3521,2409506,2021-07-30 10:33:33,217078.97,2014,0,0,0,217078.97,0,0,2398,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO E RECONSTRUÇÃO DE UNIDADESHABITACIONAIS PARA O CONTROLE DA DOENÇA DE CHAGAS NO MUNICÍPIO DEMARTINS/RN,414.004.2021,20191805,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,HERTZ CONSTRUÇÕES E SERVIÇOS EIRELIEPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES HABITACIONAIS,OBRA,HABITAÇÃO,-6.08988,-37.91236,MARTINS,8218,2407401,2021-07-30 10:33:33,498575.05,2019,58028.59,0,0,498575.05,548,0,260,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO A PARALELEPÍPEDO DE DIVERSAS RUAS DO MUNICÍPIO DE ESPÍRITO SANTO/RN,373.016.2021,051,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,AGRESTE CONSTRUTORA E COMÉRCIO LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.3368,-35.29995,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,415713.43,2020,0,0,0,415713.43,0,0,123,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO A PARALELEPÍPEDO DE DIVERSAS RUAS DO MUNICÍPIO DE ESPÍRITO SANTO/RN,373.016.2021,051,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,AGRESTE CONSTRUTORA E COMÉRCIO LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.31939,-35.30887,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,415713.43,2020,0,0,0,415713.43,0,0,123,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO A PARALELEPÍPEDO DE DIVERSAS RUAS DO MUNICÍPIO DE ESPÍRITO SANTO/RN,373.016.2021,051,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,AGRESTE CONSTRUTORA E COMÉRCIO LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.33914,-35.31685,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,415713.43,2020,0,0,0,415713.43,0,0,123,0
CONTRATAÇÃO DE EMPRESA PARA REFORMA DO CENTRO DE SAÚDE DE MARTINS,414.003.2021,20192824,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,ATRASADO COM RELAÇÃO AO CRONOGRAMA,HERTZ CONSTRUÇÕES E SERVIÇOS EIRELIEPP,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.09056,-37.91161,MARTINS,8218,2407401,2021-07-30 10:33:33,234714.64,2019,56634.76,0,31894.45,266609.09,677,0,134,0
CONTRATAÇÃO DE EMPRESA PARA REFORMA DO CENTRO DE SAÚDE DE MARTINS,414.003.2021,20192824,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,ATRASADO COM RELAÇÃO AO CRONOGRAMA,HERTZ CONSTRUÇÕES E SERVIÇOS EIRELIEPP,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.09053,-37.91161,MARTINS,8218,2407401,2021-07-30 10:33:33,234714.64,2019,56634.76,0,31894.45,266609.09,677,0,134,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA PAVIMENTAÇÕES DE DIVERSAS RUAS,360.001.2021,44,PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS,CARNAÚBA DOS DANTAS,CADASTRADA,NÃO REGISTRADO,D P DE LIMA JÚNIOR SERVIÇOS E LOCAÇÕES-ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.55919,-36.58608,CARNAÚBA DOS DANTAS,7429,2402402,2021-07-30 10:33:33,312087.13,2021,0,0,0,312087.13,0,0,123,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA PAVIMENTAÇÕES DE DIVERSAS RUAS,360.001.2021,44,PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS,CARNAÚBA DOS DANTAS,CADASTRADA,NÃO REGISTRADO,D P DE LIMA JÚNIOR SERVIÇOS E LOCAÇÕES-ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.55845,-36.58716,CARNAÚBA DOS DANTAS,7429,2402402,2021-07-30 10:33:33,312087.13,2021,0,0,0,312087.13,0,0,123,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA PAVIMENTAÇÕES DE DIVERSAS RUAS,360.001.2021,44,PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS,CARNAÚBA DOS DANTAS,CADASTRADA,NÃO REGISTRADO,D P DE LIMA JÚNIOR SERVIÇOS E LOCAÇÕES-ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.55816,-36.58652,CARNAÚBA DOS DANTAS,7429,2402402,2021-07-30 10:33:33,312087.13,2021,0,0,0,312087.13,0,0,123,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE PRAÇA DE EVENTOS (2ª ETAPA) EURBANIZAÇÃO DO MIRANTE POR DO SOL DE DIADEMA CONFORME CONTRATO DEREPASSE OGU Nº 846985/2017,414.001.2021,20192823,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,AB CONSTRUÇÕES E SERVIÇOS LTDA ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.0915,-37.92028,MARTINS,8218,2407401,2021-07-30 10:33:33,357000.01,2019,79786.77,0,0,357000.01,0,0,43,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE PRAÇA DE EVENTOS (2ª ETAPA) EURBANIZAÇÃO DO MIRANTE POR DO SOL DE DIADEMA CONFORME CONTRATO DEREPASSE OGU Nº 846985/2017,414.001.2021,20192823,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,AB CONSTRUÇÕES E SERVIÇOS LTDA ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.09167,-37.92064,MARTINS,8218,2407401,2021-07-30 10:33:33,357000.01,2019,79786.77,0,0,357000.01,0,0,43,0
CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DO CENTRO DE ATENDIMENTO AO TURISTA E PRAÇA PÚBLICA,414.005.2021,060302,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,AB CONSTRUÇÕES E SERVIÇOS LTDA ME,OUTROS,TURISMO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.08953,-37.91172,MARTINS,8218,2407401,2021-07-30 10:33:33,241125.02,2020,76812.05,0,0,241125.02,0,0,300,0
"APURAÇÃO DE SALDO REMANESCENTE PARA CONSTRUÇÃO DE ESPAÇO EDUCATIVO RURAL SITUADA NO SÍTIO SÃO LOURENÇO, ZONA RURAL DE APODI/RN",343.004.2021,16040001/2018,PREFEITURA MUNICIPAL DE APODI,APODI,INICIADA,NÃO REGISTRADO,"WBEMPREENDIMENTOS, SERVIÇOS E COMERCIOEIRELI",OUTROS,OUTRO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.63278,-37.7041,APODI,34763,2401008,2021-07-30 10:33:33,527962,2018,0,0,67031.21,591290.68,977,0,153,3702.53
SERVIÇOS COMUNS DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DAS INSTALAÇÕES PREDIAIS E EQUIPAMENTOS PÚBLICOS,1281.005.2021,004,SECRETARIA MUNICIPAL DE ESPORTE E LAZER DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,EMKO CONSTRUTORA EIRELI,MANUTENÇÃO,ESPORTE,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.7842,-35.20143,NATAL,803739,2408102,2021-07-30 10:33:33,3480000,2021,0,0,0,3480000,0,0,364,0
CONSTRUÇÃO DE UMA QUADRA ESCOLAR COBERTA COM VESTIÁRIO,343.006.2021,13080002/2018,PREFEITURA MUNICIPAL DE APODI,APODI,CADASTRADA,NÃO REGISTRADO,"WBEMPREENDIMENTOS, SERVIÇOS E COMERCIOEIRELI",OUTROS,ESPORTE,EXECUÇÃO INDIRETA,QUADRA DE ESPORTE,OBRA,ESPORTE E LAZER,-5.65901,-37.87877,APODI,34763,2401008,2021-07-30 10:33:33,615086.72,2018,0,0,0,615086.72,751,0,304,0
CONTRATAÇÃO DE EMPRESA PARA RESTAURAÇÃO DA PONTE DO BAIRRO MAROCA CARLOS NESTE MUNICÍPIO,,094,PREFEITURA MUNICIPAL DE ALMINO AFONSO,ALMINO AFONSO,PENDENTE DE ENVIO,NÃO REGISTRADO,JERFFERSON MOREIRA GAMA,RESTAURAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,PONTES,OBRA,ESTRADAS E RODOVIAS,-6.15602,-37.76531,ALMINO AFONSO,4871,2400604,2021-07-30 10:33:33,32098,2021,0,0,0,32098,0,0,60,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE PAVIMENTAÇÃO EM PISO INTERTRAVADO NA COMUNIDADE DE PIRANGI DO SUL E REVITALIZAÇÃO DE DUAS PRAÇAS SENDO UMA LOCALIZADA NA COMUNIDADE DE PIRANGI DO SUL E ALCAÇUZ.,,12,PREFEITURA MUNICIPAL DE NÍSIA FLORESTA,NÍSIA FLORESTA,PENDENTE DE ENVIO,NÃO REGISTRADO,CONSTRUTORA DANTAS LTDA,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.98609,-35.12164,NÍSIA FLORESTA,23784,2408201,2021-07-30 10:33:33,101124.54,2019,0,0,0,101124.54,0,0,123,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NO MUNICÍPIO DE MONTE ALEGRE/RN.,413.010.2021,6,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,RBS CONSTRUÇÕES E EMPREENDIMENTOS EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.06507,-35.34577,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,1048743.07,2020,0,0,0,1048743.07,304,0,121,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NO MUNICÍPIO DE MONTE ALEGRE/RN.,413.010.2021,6,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,RBS CONSTRUÇÕES E EMPREENDIMENTOS EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.09717,-35.41267,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,1048743.07,2020,0,0,0,1048743.07,304,0,121,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DE ESCOLA MUNICIPAL ANA GONZAGA - DISTRITO RETIRO NO MUNICÍPIO DE MONTE ALEGRE/RN,413.008.2021,33,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,CONSTRUSERV LOCAÇÕES EIRELI,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.05034,-35.32014,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,388919.51,2020,0,0,41183.92,430103.43,335,0,184,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NO MUNICÍPIO DE MONTE ALEGRE/RN,413.012.2021,35,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA BEZERRIL EIRELI,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.06993,-35.34193,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,226079.04,2020,0,0,0,226079.04,121,0,122,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NO MUNICÍPIO DE MONTE ALEGRE/RN,413.011.2021,34,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,CADASTRADA,NÃO REGISTRADO,EMPREENDIMENTOS CONSTRUÇÕES E COMERCIO DA CONSTRUÇÃO LTDA - EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.06618,-35.34446,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,329440.08,2020,0,0,0,329440.08,0,0,153,0
